scorer,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina,angelina
labeled-data/5-04-2023_geoG3_winnow2/img25.png,823.6832898247853,446.8597851454721,834.8951974003037,455.96946005058084,834.8951974003037,469.98434451997895,801.2594746737483,499.415601905715,656.9061646389479,505.7222999169441,637.9860706052605,463.67764650874983,697.5493296002023,397.1069452791088,739.5939830083965,423.0344815474954,716.4694236338898,451.0642504862915,682.1329566838644,435.6478775699536
labeled-data/5-04-2023_geoG3_winnow2/img29.png,820.1795687074357,441.2538313577128,830.6907320594844,446.8597851454721,833.4937089533639,460.1739253914003,780.9378921931211,505.7222999169441,656.2054204154779,503.6200672465344,650.5994666277187,467.18136762609936,698.2500738236722,388.6980145974699,736.0902618910471,424.43596999443514,710.8634698461306,448.9620178158818,680.7314682369247,430.0419237821943
labeled-data/5-04-2023_geoG3_winnow2/img36.png,823.6832898247853,434.2463891230138,844.0048723054125,452.4657389332313,836.2966858472436,476.29104253120806,781.638636416591,502.9193230230645,664.6143510971168,508.5252768108237,640.78904749914,443.35606402812255,712.9657025165402,380.989828139301,745.9006810196258,411.1218297485069,715.76867941042,446.1590409220022,683.5344451308042,416.0270393127962
labeled-data/5-04-2023_geoG3_winnow2/img37.png,829.9899878360144,443.35606402812255,844.7056165288824,451.76499470976137,838.3989185176533,468.5828560730391,659.7091415328275,503.6200672465344,640.78904749914,455.2687158271109,708.0604929522509,380.989828139301,740.2947272318665,410.42108552503703,722.7761216451189,442.65531980465266,686.3374220246839,419.53076043014573,,
labeled-data/5-04-2023_geoG3_winnow2/img42.png,836.9974300707134,437.0493660168934,846.8078491992921,447.56052936894196,841.9026396350027,465.7798791791595,787.9453344278202,497.31336923530523,663.2128626501769,495.91188078836547,643.5920243930196,448.9620178158818,712.2649582930703,378.18685124542134,745.9006810196258,409.01959707809715,718.5716563042995,441.9545755811827,687.0381662481539,417.4285277597361
labeled-data/5-04-2023_geoG3_winnow2/img45.png,834.1944531768338,433.54564489954384,847.508593422762,444.7575524750623,837.6981742941834,462.9769022852799,783.7408690870006,498.0141134587751,667.4173279909965,496.61262501183535,640.0883032756701,452.4657389332313,707.359748728781,378.8875954688913,744.4991925726861,403.413643290338,720.6738889747091,433.54564489954384,689.1403989185635,413.2240624189166
labeled-data/5-04-2023_geoG3_winnow2/img50.png,834.1944531768338,430.0419237821943,843.3041280819426,441.9545755811827,839.0996627411232,455.96946005058084,784.4416133104705,491.707415447546,661.8113742032372,489.6051827771363,647.796489733839,453.86722738017113,714.3671909634801,374.6831301280718,745.9006810196258,405.5158759607476,719.9731447512393,431.44341222913414,681.4322124603946,408.31885285462727
labeled-data/5-04-2023_geoG3_winnow2/img52.png,829.2892436125445,423.7352257709652,837.6981742941832,433.54564489954384,836.2966858472436,442.65531980465266,782.3393806400609,481.1962520954974,658.3076530858878,489.6051827771363,641.4897917226099,452.4657389332313,706.6590045053111,369.7779205637825,740.9954714553364,400.6106663964583,714.3671909634801,427.93969111178467,684.935933577744,405.5158759607476
labeled-data/5-04-2023_geoG3_winnow2/img54.png,824.3840340482552,416.0270393127962,835.5959416237736,425.136714217905,833.4937089533639,434.94713334648367,779.5364037461812,478.3932752016178,656.2054204154779,480.4955078720275,638.6868148287303,458.7724369444604,703.1552833879616,369.0771763403126,739.5939830083967,389.39875882093986,715.76867941042,427.23894688831473,679.3299797899848,400.6106663964583
labeled-data/5-04-2023_geoG3_winnow2/img55.png,820.1795687074357,413.2240624189166,829.9899878360144,421.6329931005555,832.0922205064242,431.44341222913414,804.7631957910978,458.7724369444604,665.3150953205867,487.50295010672653,631.6793725940313,444.05680825159243,694.7463527063228,362.77047832908346,736.791006114517,385.89503770359033,717.8709120808296,418.83001620667585,682.1329566838644,400.6106663964583
labeled-data/5-04-2023_geoG3_winnow2/img57.png,817.3765918135562,402.01215484339815,829.2892436125445,408.31885285462727,832.0922205064242,420.9322488770856,797.0550093329289,451.0642504862915,659.7091415328275,484.69997321284694,630.2778841470915,438.4508544638332,699.6515622706121,357.8652687647941,731.8857965502277,377.48610702195145,717.1701678573597,415.3262950893263,675.8262586726353,398.5084337260486
labeled-data/5-04-2023_geoG3_winnow2/img58.png,819.4788244839658,396.4062010556389,828.5884993890745,402.71289906686803,832.0922205064242,413.2240624189166,807.5661726849775,445.45829669853225,656.2054204154779,480.4955078720275,630.9786283705614,437.0493660168934,703.8560276114315,353.6608034239747,735.3895176675773,377.48610702195145,716.4694236338898,409.7203413015671,675.8262586726353,392.20173571481945
labeled-data/5-04-2023_geoG3_winnow2/img59.png,813.1721264727366,392.20173571481945,828.5884993890745,400.6106663964583,831.3914762829543,415.3262950893263,785.1423575339404,460.1739253914003,654.8039319685381,476.991786754678,636.5845821583206,441.9545755811827,697.5493296002023,345.9526169658057,734.6887734441073,372.5808974576621,717.8709120808296,407.6181086311574,679.3299797899848,394.30396838522915
labeled-data/5-04-2023_geoG3_winnow2/img60.png,815.2743591431464,390.09950304440974,830.6907320594844,395.705456832169,834.8951974003037,406.21662018421756,813.1721264727366,435.6478775699536,637.9860706052605,483.2984847659071,628.8763957001516,437.7501102403633,704.5567718349014,347.3541054127455,737.491750337987,370.4786647872524,720.6738889747091,406.21662018421756,673.7240260022256,385.89503770359033
labeled-data/5-04-2023_geoG3_winnow2/img63.png,816.6758475900863,380.989828139301,831.3914762829543,387.99727037400004,834.1944531768338,396.4062010556389,808.9676611319173,432.84490067607396,649.1979781807788,462.27615806180995,629.5771399236216,399.90992217298844,705.2575160583713,342.4488958484562,739.5939830083967,359.9675014352038,715.06793518695,399.90992217298844,680.0307240134548,377.48610702195145
labeled-data/5-04-2023_geoG3_winnow2/img66.png,815.9751033666163,366.274199446433,827.8877551656046,373.28164168113204,832.0922205064242,380.2890839158311,780.2371479696512,441.9545755811827,628.1756514766818,452.4657389332313,623.9711861358624,404.81513173727774,706.6590045053111,335.4414536137571,736.791006114517,352.2593149770349,718.5716563042995,388.6980145974699,676.5270028961052,366.274199446433
